rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates
,143.0,-1.56,0.1,,11876,107,4493,483779,,0.0001,0.00825,118444.0
,141.0,-1.66,0.1,,11880,107,4495,484270,,0.0001,0.68,118567.0
,156.0,-2.97,0.1,,11884,107,4503,486182,,0.0001,0.453,119045.0
,153.0,-3.04,0.1,,11888,107,4504,486324,,0.0001,0.601,119080.0
,151.0,-4.18,0.1,,11892,108,4507,486837,,0.0001,0.00349,119209.0
,146.0,-4.63,0.1,,11896,108,4510,487308,,0.0001,0.00321,119326.0
,144.0,-4.56,0.1,,11900,108,4512,487698,,0.0001,0.144,119424.0
,142.0,-5.7,0.1,,11904,108,4514,488015,,0.0001,0.137,119503.0
,144.0,-7.25,0.1,,11908,108,4517,488524,,0.0001,0.00209,119630.0
,145.0,-7.29,0.1,,11912,108,4520,488951,,0.0001,0.935,119737.0
,146.0,-8.93,0.1,,11916,108,4522,489464,,0.0001,0.143,119865.0
,146.0,-9.04,0.1,,11920,108,4526,490072,,0.0001,0.0782,120017.0
,151.0,-8.88,0.1,,11924,108,4529,490829,,0.0001,0.0943,120207.0
,154.0,-9.96,0.1,,11928,108,4533,491583,,0.0001,0.23,120395.0
,155.0,-10.2,0.1,,11932,108,4535,492037,,0.0001,1.87,120509.0
,155.0,-12.3,0.1,,11936,108,4538,492638,,0.0001,0.141,120659.0
,161.0,-12.8,0.1,,11940,108,4542,493528,,0.0001,0.144,120881.0
,158.0,-12.2,0.1,,11944,108,4544,493733,,0.0001,0.149,120933.0
,150.0,-13.7,0.1,,11948,108,4546,494160,,0.0001,0.0069,121039.0
,157.0,-13.7,0.1,,11952,108,4552,495329,,0.0001,0.23,121332.0
,148.0,-13.6,0.1,,11956,108,4554,495816,,0.0001,0.137,121453.0
,146.0,-13.8,0.1,,11960,108,4557,496330,,0.0001,0.279,121582.0
,141.0,-13.0,0.1,,11964,108,4559,496740,,0.0001,0.00326,121684.0
,145.0,-12.8,0.1,,11968,109,4563,497449,,0.0001,0.31,121862.0
,145.0,-12.1,0.1,,11972,109,4565,497684,,0.0001,0.00306,121920.0
,146.0,-12.2,0.1,,11976,109,4568,498424,,0.0001,0.00277,122105.0
,151.0,-11.2,0.1,,11980,109,4572,499350,,0.0001,1.7,122337.0
,139.0,-10.3,0.1,,11984,109,4576,500121,,0.0001,0.538,122530.0
,143.0,-10.1,0.1,,11988,109,4578,500617,,0.0001,0.00243,122654.0
,147.0,-10.7,0.1,,11992,109,4583,501523,,0.0001,0.11,122880.0
,152.0,-10.9,0.1,,11996,109,4587,502504,,0.0001,0.676,123125.0
,152.0,-11.1,0.1,,12000,109,4589,502881,,0.0001,0.00267,123220.0
,158.0,-10.6,0.1,,12004,109,4594,503836,,0.0001,0.228,123458.0
,161.0,-9.24,0.1,,12008,109,4598,504664,,0.0001,0.229,123665.0
,172.0,-8.96,0.1,,12012,109,4604,506189,,0.0001,0.666,124047.0
,177.0,-9.0,0.1,,12016,110,4608,507169,,0.0001,0.237,124292.0
,175.0,-8.69,0.1,,12020,110,4611,507547,,0.0001,0.125,124386.0
,179.0,-9.25,0.1,,12024,110,4615,508685,,0.0001,0.14,124671.0
,175.0,-7.6,0.1,,12028,110,4618,509097,,0.0001,0.0039,124774.0
,178.0,-8.26,0.1,,12032,110,4621,509798,,0.0001,0.227,124949.0
,183.0,-8.73,0.1,,12036,110,4626,510937,,0.0001,0.00808,125234.0
,182.0,-7.47,0.1,,12040,110,4630,511688,,0.0001,0.234,125421.0
,190.0,-7.96,0.1,,12044,110,4635,512756,,0.0001,0.14,125688.0
,190.0,-8.95,0.1,,12048,110,4637,513189,,0.0001,0.00382,125797.0
,181.0,-7.7,0.1,,12052,110,4639,513429,,0.0001,0.137,125857.0
,180.0,-7.27,0.1,,12056,110,4642,513820,,0.0001,0.145,125954.0
,177.0,-7.21,0.1,,12060,110,4643,514044,,0.0001,0.126,126010.0
,177.0,-7.59,0.1,,12064,110,4646,514431,,0.0001,0.00424,126107.0
,176.0,-8.03,0.1,,12068,110,4649,515022,,0.0001,0.00557,126255.0
,181.0,-8.22,0.1,,12072,110,4652,515743,,0.0001,0.309,126435.0
,179.0,-6.16,0.1,,12076,110,4655,516366,,0.0001,0.0699,126591.0
,173.0,-7.57,0.1,,12080,110,4657,516671,,0.0001,0.0502,126667.0
,175.0,-6.9,0.1,,12084,111,4661,517618,,0.0001,0.137,126904.0
,173.0,-7.34,0.1,,12088,111,4663,517956,,0.0001,0.361,126988.0
,170.0,-6.51,0.1,,12092,111,4667,518556,,0.0001,0.307,127138.0
,170.0,-4.53,0.1,,12096,111,4671,519518,,0.0001,0.309,127379.0
,173.0,-3.85,0.1,,12100,111,4674,520158,,0.0001,0.00445,127539.0
,167.0,-3.92,0.1,,12104,111,4677,520552,,0.0001,0.23,127637.0
,164.0,-3.79,0.1,,12108,111,4679,521081,,0.0001,0.00299,127770.0
,160.0,-1.62,0.1,,12112,111,4684,522183,,0.0001,1.24,128045.0
,157.0,-0.739,0.1,,12116,111,4688,522829,,0.0001,0.00277,128207.0
,167.0,-1.41,0.1,,12120,111,4693,524268,,0.0001,0.141,128566.0
,166.0,-0.88,0.1,,12124,111,4698,525262,,0.0001,0.331,128815.0
,164.0,-2.44,0.1,,12128,111,4700,525541,,0.0001,0.37,128885.0
,166.0,-2.21,0.1,,12132,111,4703,526404,,0.0001,0.0038,129100.0
,165.0,-1.52,0.1,,12136,112,4708,527403,,0.0001,0.00244,129350.0
,160.0,-2.42,0.1,,12140,112,4710,527731,,0.0001,0.142,129432.0
,152.0,-1.86,0.1,,12144,112,4712,527919,,0.0001,0.624,129479.0
,164.0,-2.5,0.1,,12148,112,4718,529544,,0.0001,0.587,129885.0
,170.0,-3.94,0.1,,12152,112,4722,530450,,0.0001,0.00485,130112.0
,176.0,-5.05,0.1,,12156,112,4726,531378,,0.0001,0.535,130344.0
,182.0,-4.97,0.1,,12160,112,4730,532246,,0.0001,0.00243,130561.0
,180.0,-5.35,0.1,,12164,112,4732,532394,,0.0001,0.0026,130598.0
,180.0,-5.11,0.1,,12168,112,4735,532974,,0.0001,0.109,130743.0
,175.0,-5.87,0.1,,12172,112,4737,533223,,0.0001,0.356,130805.0
,174.0,-8.56,0.1,,12176,112,4739,533768,,0.0001,0.362,130941.0
,175.0,-8.61,0.1,,12180,112,4742,534220,,0.0001,0.0262,131054.0
,174.0,-8.29,0.1,,12184,112,4746,535023,,0.0001,0.571,131255.0
,174.0,-7.52,0.1,,12188,112,4748,535337,,0.0001,0.0026,131334.0
,174.0,-7.54,0.1,,12192,112,4751,535984,,0.0001,0.00236,131495.0
,171.0,-8.59,0.1,,12196,112,4754,536598,,0.0001,0.00737,131649.0
,167.0,-8.93,0.1,,12200,112,4756,536833,,0.0001,0.545,131708.0
,167.0,-8.05,0.1,,12204,112,4759,537283,,0.0001,0.595,131820.0
,176.0,-9.55,0.1,,12208,113,4765,538704,,0.0001,0.00532,132175.0
,172.0,-11.2,0.1,,12212,113,4768,539349,,0.0001,1.56,132337.0
,168.0,-12.1,0.1,,12216,113,4770,539660,,0.0001,0.0018,132414.0
,165.0,-10.5,0.1,,12220,113,4775,540742,,0.0001,0.142,132685.0
,159.0,-10.8,0.1,,12224,113,4778,541199,,0.0001,0.0146,132799.0
,170.0,-8.73,0.1,,12228,113,4783,542531,,0.0001,0.233,133132.0
,167.0,-8.7,0.1,,12232,113,4786,543071,,0.0001,0.287,133267.0
,161.0,-8.14,0.1,,12236,113,4788,543515,,0.0001,0.391,133378.0
,170.0,-8.86,0.1,,12240,113,4794,544751,,0.0001,0.234,133687.0
,175.0,-8.3,0.1,,12244,113,4797,545414,,0.0001,0.353,133853.0
,161.0,-7.17,0.1,,12248,113,4799,545637,,0.0001,0.00264,133909.0
,158.0,-7.39,0.1,,12252,113,4802,546291,,0.0001,0.00949,134072.0
,154.0,-6.61,0.1,,12256,113,4804,546777,,0.0001,0.0743,134194.0
,156.0,-7.19,0.1,,12260,113,4809,547885,,0.0001,0.00894,134471.0
,158.0,-7.23,0.1,,12264,113,4811,548155,,0.0001,0.00439,134538.0
,161.0,-7.45,0.1,,12268,114,4815,549039,,0.0001,0.129,134759.0
,167.0,-7.25,0.1,,12272,114,4819,549896,,0.0001,0.935,134973.0
,168.0,-6.86,0.1,,12276,114,4822,550518,,0.0001,0.336,135129.0
,166.0,-6.65,0.1,,12280,114,4824,550821,,0.0001,0.444,135205.0
,163.0,-5.45,0.1,,12284,114,4827,551345,,0.0001,0.00321,135336.0
,170.0,-6.82,0.1,,12288,114,4832,552287,,0.0001,0.007,135571.0
,165.0,-4.32,0.1,,12292,114,4833,552504,,0.0001,0.00359,135625.0
,170.0,-4.61,0.1,,12296,114,4838,553558,,0.0001,0.229,135889.0
,176.0,-5.33,0.1,,12300,114,4842,554452,,0.0001,0.216,136112.0
,180.0,-4.53,0.1,,12304,114,4846,555311,,0.0001,0.226,136327.0
,173.0,-4.23,0.1,,12308,114,4849,555990,,0.0001,0.142,136497.0
,168.0,-4.92,0.1,,12312,114,4851,556198,,0.0001,0.00175,136549.0
,181.0,-3.86,0.1,,12316,114,4857,557726,,0.0001,0.00233,136931.0
,178.0,-4.67,0.1,,12320,114,4861,558512,,0.0001,0.0194,137127.0
,178.0,-4.53,0.1,,12324,114,4863,558951,,0.0001,0.333,137237.0
,174.0,-7.44,0.1,,12328,115,4868,559905,,0.0001,0.364,137476.0
,177.0,-7.79,0.1,,12332,115,4871,560768,,0.0001,0.00601,137691.0
,178.0,-7.84,0.1,,12336,115,4874,561269,,0.0001,0.00566,137817.0
,172.0,-6.87,0.1,,12340,115,4877,561978,,0.0001,0.0748,137994.0
,175.0,-8.31,0.1,,12344,115,4882,562913,,0.0001,0.00348,138228.0
,182.0,-8.35,0.1,,12348,115,4886,563857,,0.0001,0.00182,138464.0
,187.0,-8.24,0.1,,12352,115,4891,564960,,0.0001,0.966,138739.0
,185.0,-8.71,0.1,,12356,115,4893,565258,,0.0001,0.312,138814.0
,180.0,-8.35,0.1,,12360,115,4896,565851,,0.0001,0.0755,138962.0
,188.0,-8.81,0.1,,12364,115,4901,566981,,0.0001,0.425,139245.0
,193.0,-8.45,0.1,,12368,115,4907,568326,,0.0001,0.315,139581.0
,187.0,-8.46,0.1,,12372,115,4909,568590,,0.0001,0.00203,139647.0
,184.0,-7.76,0.1,,12376,115,4911,568968,,0.0001,0.00493,139741.0
,193.0,-7.61,0.1,,12380,115,4916,570085,,0.0001,0.306,140021.0
,191.0,-9.76,0.1,,12384,115,4918,570460,,0.0001,0.00285,140114.0
,185.0,-8.13,0.1,,12388,115,4920,570811,,0.0001,0.00392,140202.0
,187.0,-11.4,0.1,,12392,116,4923,571197,,0.0001,0.00574,140299.0
,178.0,-11.2,0.1,,12396,116,4924,571399,,0.0001,0.0162,140349.0
,173.0,-10.6,0.1,,12400,116,4926,571717,,0.0001,0.00208,140429.0
,169.0,-11.8,0.1,,12404,116,4929,572241,,0.0001,0.208,140560.0
,178.0,-11.8,0.1,,12408,116,4935,573820,,0.0001,0.361,140954.0
,180.0,-11.7,0.1,,12412,116,4938,574184,,0.0001,0.975,141045.0
,171.0,-11.2,0.1,,12416,116,4941,574813,,0.0001,0.00211,141203.0
,168.0,-12.0,0.1,,12420,116,4943,575263,,0.0001,0.0735,141315.0
,167.0,-10.8,0.1,,12424,116,4946,575654,,0.0001,0.00537,141413.0
,167.0,-9.9,0.1,,12428,116,4950,576591,,0.0001,0.575,141647.0
,162.0,-9.27,0.1,,12432,116,4953,576992,,0.0001,1.79,141747.0
,166.0,-10.6,0.1,,12436,116,4957,577915,,0.0001,0.135,141978.0
,169.0,-10.4,0.1,,12440,116,4961,578926,,0.0001,0.00225,142231.0
,168.0,-9.27,0.1,,12444,116,4965,579756,,0.0001,0.00671,142438.0
,172.0,-9.94,0.1,,12448,116,4971,581031,,0.0001,0.00385,142757.0
,164.0,-10.8,0.1,,12452,116,4973,581401,,0.0001,0.285,142850.0
,164.0,-10.3,0.1,,12456,116,4975,581660,,0.0001,0.00757,142914.0
,167.0,-10.8,0.1,,12460,117,4979,582564,,0.0001,0.933,143140.0
,168.0,-9.35,0.1,,12464,117,4984,583745,,0.0001,0.00469,143436.0
,161.0,-8.67,0.1,,12468,117,4987,584431,,0.0001,0.14,143607.0
,174.0,-7.54,0.1,,12472,117,4993,585958,,0.0001,0.00296,143989.0
,174.0,-8.74,0.1,,12476,117,4996,586401,,0.0001,0.0278,144100.0
,167.0,-8.6,0.1,,12480,117,4998,586832,,0.0001,0.599,144207.0
,168.0,-8.77,0.1,,12484,117,5000,587238,,0.0001,0.00438,144309.0
,179.0,-9.39,0.1,,12488,117,5007,588705,,0.0001,0.23,144676.0
,180.0,-8.84,0.1,,12492,117,5009,589192,,0.0001,0.00354,144797.0
,183.0,-9.35,0.1,,12496,117,5012,589740,,0.0001,0.00298,144934.0
,186.0,-8.13,0.1,,12500,117,5015,590355,,0.0001,0.00248,145088.0
,186.0,-8.93,0.1,,12504,117,5018,590858,,0.0001,0.00474,145214.0
,174.0,-8.88,0.1,,12508,117,5020,591268,,0.0001,0.972,145316.0
,174.0,-8.85,0.1,,12512,117,5022,591566,,0.0001,0.0028,145391.0
,169.0,-10.4,0.1,,12516,117,5024,591716,,0.0001,0.0046,145428.0
,173.0,-7.15,0.1,,12520,117,5027,592524,,0.0001,0.00481,145630.0
,173.0,-8.26,0.1,,12524,117,5030,592936,,0.0001,0.00247,145733.0
,165.0,-8.07,0.1,,12528,117,5031,593133,,0.0001,0.457,145783.0
,167.0,-8.91,0.1,,12532,117,5034,593692,,0.0001,0.00249,145922.0
,167.0,-8.22,0.1,,12536,118,5038,594614,,0.0001,0.229,146153.0
,163.0,-7.85,0.1,,12540,118,5041,595224,,0.0001,0.00759,146305.0
,160.0,-7.84,0.1,,12544,118,5044,595794,,0.0001,0.112,146448.0
,154.0,-6.82,0.1,,12548,118,5047,596384,,0.0001,0.452,146595.0
,157.0,-5.33,0.1,,12552,118,5051,597091,,0.0001,0.00276,146772.0
,157.0,-5.51,0.1,,12556,118,5052,597327,,0.0001,0.133,146831.0
,152.0,-5.17,0.1,,12560,118,5055,597805,,0.0001,0.131,146951.0
,157.0,-4.87,0.1,,12564,118,5061,599460,,0.0001,0.011,147364.0
,159.0,-4.89,0.1,,12568,118,5065,600318,,0.0001,0.00364,147579.0
,149.0,-5.6,0.1,,12572,118,5068,600848,,0.0001,0.00335,147711.0
,160.0,-6.01,0.1,,12576,118,5075,602417,,0.0001,0.00321,148104.0
,161.0,-4.44,0.1,,12580,118,5077,602961,,0.0001,0.00141,148240.0
,160.0,-3.25,0.1,,12584,118,5079,603280,,0.0001,0.00402,148319.0
,157.0,-2.54,0.1,,12588,118,5084,604416,,0.0001,1.56,148603.0
,155.0,-0.801,0.1,,12592,118,5086,604678,,0.0001,0.00855,148669.0
,156.0,-0.792,0.1,,12596,118,5089,605363,,0.0001,0.432,148840.0
,165.0,-3.62,0.1,,12600,119,5096,606849,,0.0001,0.152,149212.0
,165.0,-3.45,0.1,,12604,119,5098,607331,,0.0001,0.0178,149332.0
,164.0,-3.02,0.1,,12608,119,5100,607679,,0.0001,0.175,149419.0
,165.0,-2.34,0.1,,12612,119,5103,608034,,0.0001,0.24,149508.0
,169.0,-2.5,0.1,,12616,119,5105,608596,,0.0001,0.00689,149648.0
,162.0,-4.87,0.1,,12620,119,5107,608705,,0.0001,0.00257,149676.0
,166.0,-4.8,0.1,,12624,119,5110,609536,,0.0001,0.935,149883.0
,168.0,-5.2,0.1,,12628,119,5113,609968,,0.0001,0.0297,149991.0
,165.0,-4.74,0.1,,12632,119,5115,610173,,0.0001,0.0739,150043.0
,174.0,-5.28,0.1,,12636,119,5122,612051,,0.0001,0.00421,150512.0
,176.0,-6.33,0.1,,12640,119,5126,612873,,0.0001,0.00257,150718.0
,179.0,-5.83,0.1,,12644,119,5130,613686,,0.0001,0.31,150921.0
,176.0,-6.73,0.1,,12648,119,5132,614024,,0.0001,0.00121,151005.0
,178.0,-8.12,0.1,,12652,119,5136,614900,,0.0001,0.234,151224.0
,180.0,-7.03,0.1,,12656,119,5138,615332,,0.0001,0.00807,151332.0
,178.0,-5.95,0.1,,12660,119,5140,615629,,0.0001,0.00157,151407.0
,174.0,-7.64,0.1,,12664,119,5145,616820,,0.0001,0.759,151704.0
,167.0,-7.81,0.1,,12668,119,5147,617011,,0.0001,0.441,151752.0
,170.0,-9.29,0.1,,12672,119,5151,617812,,0.0001,0.246,151952.0
,158.0,-8.65,0.1,,12676,119,5153,618172,,0.0001,0.242,152042.0
,162.0,-10.7,0.1,,12680,120,5157,619150,,0.0001,0.319,152287.0
,164.0,-10.2,0.1,,12684,120,5160,619645,,0.0001,0.00473,152411.0
,156.0,-10.5,0.1,,12688,120,5162,619973,,0.0001,0.231,152493.0
,161.0,-11.5,0.1,,12692,120,5166,620737,,0.0001,0.133,152684.0
,160.0,-11.0,0.1,,12696,120,5169,621336,,0.0001,0.305,152833.0
,149.0,-9.75,0.1,,12700,120,5171,621762,,0.0001,0.00339,152940.0
,152.0,-8.48,0.1,,12704,120,5175,622516,,0.0001,0.227,153128.0
,156.0,-8.84,0.1,,12708,120,5179,623326,,0.0001,0.171,153331.0
,158.0,-9.15,0.1,,12712,120,5181,623790,,0.0001,0.139,153447.0
,154.0,-7.83,0.1,,12716,120,5183,624044,,0.0001,0.00389,153510.0
,166.0,-9.35,0.1,,12720,120,5189,625321,,0.0001,0.11,153830.0
,162.0,-9.47,0.1,,12724,120,5191,625735,,0.0001,0.0159,153933.0
,160.0,-9.09,0.1,,12728,120,5193,625958,,0.0001,0.453,153989.0
,165.0,-8.47,0.1,,12732,120,5197,626673,,0.0001,0.00371,154168.0
,152.0,-7.66,0.1,,12736,120,5200,627274,,0.0001,0.00157,154318.0
,147.0,-7.14,0.1,,12740,120,5202,627552,,0.0001,0.00408,154387.0
,144.0,-7.63,0.1,,12744,120,5205,628085,,0.0001,0.00259,154521.0
,148.0,-7.79,0.1,,12748,120,5208,628779,,0.0001,0.00503,154694.0
,143.0,-7.44,0.1,,12752,120,5211,629237,,0.0001,0.0947,154809.0
,143.0,-7.91,0.1,,12756,120,5214,629677,,0.0001,0.359,154919.0
,151.0,-8.38,0.1,,12760,120,5218,630727,,0.0001,0.364,155181.0
,144.0,-5.83,0.1,,12764,120,5221,631206,,0.0001,0.0192,155301.0
,148.0,-6.93,0.1,,12768,120,5224,631856,,0.0001,0.36,155463.0
,144.0,-6.35,0.1,,12772,120,5226,632260,,0.0001,0.00246,155564.0
,150.0,-5.64,0.1,,12776,121,5230,633167,,0.0001,0.227,155791.0
,144.0,-5.32,0.1,,12780,121,5233,633545,,0.0001,0.00608,155886.0
,145.0,-6.4,0.1,,12784,121,5236,634151,,0.0001,0.00161,156037.0
,148.0,-6.16,0.1,,12788,121,5239,634776,,0.0001,0.00358,156193.0
,151.0,-6.84,0.1,,12792,121,5243,635796,,0.0001,0.00173,156448.0
,159.0,-7.63,0.1,,12796,121,5250,637242,,0.0001,0.00209,156810.0
,164.0,-7.15,0.1,,12800,121,5254,638204,,0.0001,0.122,157050.0
,163.0,-7.42,0.1,,12804,121,5257,638847,,0.0001,0.98,157211.0
,163.0,-6.85,0.1,,12808,121,5261,639658,,0.0001,0.309,157414.0
,160.0,-7.31,0.1,,12812,121,5262,639783,,0.0001,0.00419,157445.0
,164.0,-8.64,0.1,,12816,121,5266,640444,,0.0001,0.0499,157610.0
,157.0,-7.7,0.1,,12820,121,5269,641032,,0.0001,0.00239,157757.0
,159.0,-7.75,0.1,,12824,121,5272,641604,,0.0001,0.0269,157900.0
,160.0,-7.17,0.1,,12828,121,5274,641927,,0.0001,0.134,157981.0
,157.0,-7.32,0.1,,12832,121,5277,642362,,0.0001,0.00448,158090.0
,166.0,-6.79,0.1,,12836,121,5283,643825,,0.0001,0.00451,158456.0
,170.0,-7.84,0.1,,12840,121,5287,644583,,0.0001,1.56,158645.0
,179.0,-7.82,0.1,,12844,122,5292,645939,,0.0001,1.07,158984.0
,176.0,-6.82,0.1,,12848,122,5295,646408,,0.0001,0.00176,159101.0
,178.0,-6.74,0.1,,12852,122,5298,647000,,0.0001,0.00391,159249.0
,185.0,-7.24,0.1,,12856,122,5303,648211,,0.0001,0.232,159552.0
,180.0,-5.74,0.1,,12860,122,5306,648685,,0.0001,0.0396,159671.0
,192.0,-6.09,0.1,,12864,122,5312,650373,,0.0001,0.00392,160093.0
,192.0,-5.54,0.1,,12868,122,5316,651061,,0.0001,0.129,160265.0
,201.0,-4.9,0.1,,12872,122,5321,652356,,0.0001,0.136,160588.0
,203.0,-6.13,0.1,,12876,122,5325,653420,,0.0001,0.00313,160854.0
,221.0,-6.24,0.1,,12880,122,5334,655668,,0.0001,0.00164,161416.0
,224.0,-5.49,0.1,,12884,122,5338,656502,,0.0001,0.136,161625.0
,224.0,-5.31,0.1,,12888,123,5341,657206,,0.0001,0.308,161801.0
,220.0,-3.92,0.1,,12892,123,5344,657808,,0.0001,0.00361,161951.0
,211.0,-3.5,0.1,,12896,123,5347,658327,,0.0001,0.0157,162081.0
,207.0,-2.93,0.1,,12900,123,5350,658942,,0.0001,0.137,162235.0
,208.0,-3.01,0.1,,12904,123,5354,659671,,0.0001,0.0433,162417.0
,204.0,-3.42,0.1,,12908,123,5356,660033,,0.0001,0.005,162508.0
,212.0,-1.7,0.1,,12912,123,5360,660999,,0.0001,0.00675,162749.0
,209.0,-1.63,0.1,,12916,123,5363,661393,,0.0001,0.228,162848.0
,211.0,-1.8,0.1,,12920,123,5366,662085,,0.0001,0.742,163021.0
,214.0,-2.15,0.1,,12924,123,5370,663023,,0.0001,0.137,163255.0
,216.0,-1.77,0.1,,12928,123,5373,663502,,0.0001,0.00234,163375.0
,217.0,-2.2,0.1,,12932,123,5375,664026,,0.0001,0.742,163506.0
,226.0,-2.79,0.1,,12936,123,5385,666431,,0.0001,0.00354,164107.0
,222.0,-2.31,0.1,,12940,123,5387,666777,,0.0001,0.00241,164194.0
,222.0,-3.47,0.1,,12944,123,5393,668165,,0.0001,0.00312,164541.0
,227.0,-4.46,0.1,,12948,123,5397,669096,,0.0001,0.00229,164773.0
,226.0,-5.2,0.1,,12952,124,5399,669650,,0.0001,1.31,164912.0
,217.0,-4.95,0.1,,12956,124,5401,669888,,0.0001,0.228,164971.0
,221.0,-7.25,0.1,,12960,124,5405,670788,,0.0001,0.144,165196.0
,210.0,-8.32,0.1,,12964,124,5408,671412,,0.0001,0.00487,165352.0
,210.0,-9.02,0.1,,12968,124,5412,672066,,0.0001,0.00425,165516.0
,201.0,-8.71,0.1,,12972,124,5414,672462,,0.0001,0.00622,165615.0
,198.0,-7.58,0.1,,12976,124,5417,673201,,0.0001,0.145,165800.0
,188.0,-7.42,0.1,,12980,124,5423,674499,,0.0001,0.358,166124.0
,184.0,-9.06,0.1,,12984,124,5425,674897,,0.0001,0.306,166224.0
,187.0,-9.98,0.1,,12988,124,5430,675939,,0.0001,0.0702,166484.0
,183.0,-11.6,0.1,,12992,124,5431,676127,,0.0001,0.396,166531.0
,194.0,-12.0,0.1,,12996,124,5438,677748,,0.0001,0.00193,166936.0
,196.0,-13.3,0.1,,13000,124,5441,678520,,0.0001,0.142,167129.0
,196.0,-13.5,0.1,,13004,124,5445,679252,,0.0001,0.00281,167312.0
,195.0,-12.9,0.1,,13008,124,5447,679576,,0.0001,0.449,167393.0
,189.0,-14.7,0.1,,13012,124,5449,679881,,0.0001,0.127,167470.0
,193.0,-13.9,0.1,,13016,124,5452,680677,,0.0001,0.185,167669.0
,189.0,-13.5,0.1,,13020,124,5455,681029,,0.0001,0.0355,167757.0
,183.0,-12.3,0.1,,13024,124,5456,681301,,0.0001,0.00171,167825.0
,182.0,-11.5,0.1,,13028,124,5459,681658,,0.0001,0.00162,167914.0
,184.0,-11.8,0.1,,13032,124,5462,682404,,0.0001,0.851,168100.0
,164.0,-11.7,0.1,,13036,124,5464,682816,,0.0001,0.00242,168203.0
,162.0,-11.3,0.1,,13040,124,5466,682930,,0.0001,0.00405,168232.0
,158.0,-9.76,0.1,,13044,125,5470,683964,,0.0001,0.13,168490.0
,153.0,-9.65,0.1,,13048,125,5473,684403,,0.0001,0.0018,168600.0
,152.0,-8.03,0.1,,13052,125,5475,684833,,0.0001,1.03,168708.0
,151.0,-7.9,0.1,,13056,125,5476,684988,,0.0001,0.00288,168746.0
,146.0,-7.28,0.1,,13060,125,5479,685386,,0.0001,0.285,168846.0
,146.0,-7.9,0.1,,13064,125,5482,685995,,0.0001,0.00381,168998.0
,146.0,-6.35,0.1,,13068,125,5485,686617,,0.0001,0.00209,169154.0
,144.0,-6.87,0.1,,13072,125,5487,686842,,0.0001,0.489,169210.0
,143.0,-6.89,0.1,,13076,125,5490,687477,,0.0001,0.137,169369.0
,136.0,-7.01,0.1,,13080,125,5493,688149,,0.0001,0.306,169537.0
,134.0,-5.23,0.1,,13084,125,5494,688266,,0.0001,0.308,169566.0
,124.0,-5.28,0.1,,13088,125,5496,688380,,0.0001,0.00685,169594.0
,128.0,-3.91,0.1,,13092,125,5499,688972,,0.0001,0.131,169742.0
,116.0,-2.39,0.1,,13096,125,5501,689352,,0.0001,0.447,169837.0
,112.0,-1.18,0.1,,13100,125,5503,689764,,0.0001,0.134,169940.0
,111.0,-2.02,0.1,,13104,125,5506,690378,,0.0001,0.492,170094.0
,122.0,-1.49,0.1,,13108,125,5512,691806,,0.0001,0.00645,170451.0
,122.0,-0.768,0.1,,13112,125,5514,692095,,0.0001,0.114,170523.0
,120.0,-0.905,0.1,,13116,125,5517,692717,,0.0001,0.117,170679.0
,120.0,-0.824,0.1,,13120,125,5519,693030,,0.0001,0.00251,170757.0
,125.0,-1.17,0.1,,13124,125,5523,693772,,0.0001,0.124,170942.0
,126.0,-2.69,0.1,,13128,125,5525,694222,,0.0001,0.0103,171055.0
,123.0,-2.74,0.1,,13132,125,5528,694721,,0.0001,0.00228,171180.0
,121.0,-3.3,0.1,,13136,125,5530,694936,,0.0001,0.135,171233.0
,125.0,-3.61,0.1,,13140,125,5533,695463,,0.0001,0.00248,171365.0
,124.0,-3.3,0.1,,13144,125,5537,696401,,0.0001,0.228,171600.0
,128.0,-2.71,0.1,,13148,125,5541,697224,,0.0001,0.0251,171805.0
,132.0,-4.43,0.1,,13152,125,5544,698076,,0.0001,0.00209,172018.0
,136.0,-4.53,0.1,,13156,125,5547,698591,,0.0001,0.0017,172147.0
,148.0,-5.06,0.1,,13160,126,5554,700177,,0.0001,0.23,172544.0
,149.0,-4.07,0.1,,13164,126,5557,700900,,0.0001,0.56,172724.0
,148.0,-5.01,0.1,,13168,126,5560,701455,,0.0001,0.229,172863.0
,148.0,-5.33,0.1,,13172,126,5562,701601,,0.0001,0.116,172900.0
,147.0,-5.67,0.1,,13176,126,5565,702193,,0.0001,0.00137,173048.0
,145.0,-4.99,0.1,,13180,126,5567,702672,,0.0001,0.0176,173167.0
,148.0,-4.87,0.1,,13184,126,5570,703077,,0.0001,0.117,173269.0
,149.0,-4.11,0.1,,13188,126,5571,703303,,0.0001,0.298,173325.0
,148.0,-4.93,0.1,,13192,126,5574,703738,,0.0001,0.305,173434.0
,157.0,-4.97,0.1,,13196,126,5580,705078,,0.0001,0.00224,173769.0
,158.0,-6.04,0.1,,13200,126,5582,705520,,0.0001,0.771,173879.0
,158.0,-5.66,0.1,,13204,126,5585,706129,,0.0001,0.0085,174032.0
,153.0,-8.0,0.1,,13208,126,5589,707077,,0.0001,0.003,174269.0
,154.0,-7.73,0.1,,13212,126,5592,707506,,0.0001,0.89,174376.0
