rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates,avg_fruit,avg_decayfruit,avg_enemyfruit
,22.6,-13.2,0.711,,1336,71,412,29501,,0.0005,0.671,6875.0,,,
,22.2,-13.2,0.71,,1340,71,413,29541,,0.0005,0.297,6885.0,,,
,22.4,-13.4,0.71,,1344,71,414,29612,,0.0005,0.279,6902.0,,,
,22.4,-13.6,0.709,,1348,71,416,29697,,0.0005,0.701,6924.0,,,
,22.1,-13.4,0.708,,1352,71,417,29813,,0.0005,0.313,6953.0,,,
,22.4,-13.2,0.707,,1356,71,418,29880,,0.0005,0.504,6969.0,0.0,0.0,0.0
,21.7,-13.2,0.706,,1360,71,420,30005,,0.0005,0.432,7001.0,,,
,22.0,-13.2,0.705,,1364,71,421,30072,,0.0005,0.383,7017.0,,,
,22.2,-12.6,0.704,,1368,71,422,30210,,0.0005,0.864,7052.0,,,
,22.0,-12.6,0.703,,1372,71,424,30268,,0.0005,0.284,7066.0,,,
,22.6,-12.4,0.702,,1376,71,425,30369,,0.0005,0.559,7092.0,,,
,22.9,-12.2,0.702,,1380,71,426,30440,,0.0005,0.626,7109.0,,,
,23.1,-12.0,0.701,,1384,71,427,30545,,0.0005,0.276,7136.0,,,
,21.7,-11.8,0.7,,1388,71,428,30613,,0.0005,0.534,7153.0,,,
,22.1,-11.4,0.699,,1392,71,430,30715,,0.0005,0.206,7178.0,,,
,22.9,-11.4,0.698,,1396,71,431,30834,,0.0005,0.643,7208.0,,,
,21.5,-11.4,0.697,,1400,71,432,30871,,0.0005,0.4,7217.0,,,
,21.2,-11.4,0.697,,1404,71,433,30911,,0.0005,0.189,7227.0,,,
,22.4,-11.4,0.695,,1408,71,435,31124,,0.0005,0.452,7280.0,,,
,22.5,-11.4,0.694,,1412,71,436,31199,,0.0005,0.259,7299.0,,,
,23.4,-11.8,0.693,,1416,71,437,31363,,0.0005,0.124,7340.0,,,
,22.2,-11.8,0.692,,1420,71,439,31422,,0.0005,0.781,7355.0,,,
,22.1,-11.8,0.692,,1424,71,440,31447,,0.0005,0.823,7361.0,,,
,21.8,-12.0,0.691,,1428,71,441,31513,,0.0005,0.31,7378.0,,,
,21.7,-11.8,0.69,,1432,71,442,31593,,0.0005,0.775,7398.0,,,
,21.5,-11.8,0.69,,1436,71,443,31652,,0.0005,0.273,7412.0,,,
,21.7,-11.6,0.689,,1440,71,444,31713,,0.0005,0.545,7428.0,,,
,21.3,-11.6,0.689,,1444,71,445,31740,,0.0005,0.153,7434.0,,,
,21.1,-11.4,0.688,,1448,71,446,31805,,0.0005,1.17,7451.0,,,
,20.9,-11.4,0.687,,1452,71,448,31898,,0.0005,0.753,7474.0,,,
,21.6,-11.6,0.686,,1456,71,449,32045,,0.0005,0.142,7511.0,,,
,22.0,-11.8,0.684,,1460,71,451,32205,,0.0005,0.544,7551.0,,,
,22.2,-11.8,0.684,,1464,71,452,32294,,0.0005,0.761,7573.0,,,
,22.3,-11.8,0.682,,1468,71,453,32441,,0.0005,0.58,7610.0,,,
,22.8,-11.8,0.681,,1472,71,455,32549,,0.0005,0.446,7637.0,,,
,22.4,-12.0,0.68,,1476,71,456,32606,,0.0005,0.461,7651.0,,,
,22.5,-12.2,0.68,,1480,71,457,32689,,0.0005,0.315,7672.0,,,
,22.2,-12.2,0.679,,1484,71,458,32767,,0.0005,0.523,7691.0,,,
,23.0,-12.4,0.677,,1488,71,460,32911,,0.0005,0.638,7727.0,,,
,23.0,-12.8,0.676,,1492,71,461,33018,,0.0005,0.305,7754.0,,,
,23.2,-12.8,0.675,,1496,71,463,33151,,0.0005,0.4,7787.0,,,
,23.8,-12.8,0.674,,1500,71,464,33255,,0.0005,0.707,7813.0,,,
,25.4,-12.6,0.672,,1504,71,465,33447,,0.0005,0.459,7861.0,,,
,23.7,-12.4,0.672,,1508,71,466,33498,,0.0005,0.573,7874.0,,,
,23.5,-12.4,0.671,,1512,71,468,33551,,0.0005,0.518,7887.0,,,
,22.2,-12.0,0.671,,1516,71,469,33581,,0.0005,0.459,7895.0,,,
,22.9,-12.2,0.67,,1520,71,470,33708,,0.0005,0.625,7926.0,,,
,24.3,-12.0,0.668,,1524,71,471,33879,,0.0005,0.244,7969.0,,,
,24.7,-12.2,0.667,,1528,71,473,33986,,0.0005,0.66,7996.0,,,
,24.4,-12.2,0.666,,1532,71,474,34036,,0.0005,0.381,8008.0,,,
,24.4,-12.4,0.666,,1536,71,475,34087,,0.0005,0.385,8021.0,,,
,24.4,-12.6,0.665,,1540,71,476,34151,,0.0005,0.433,8037.0,,,
,25.5,-12.8,0.664,,1544,71,477,34290,,0.0005,0.78,8072.0,,,
,25.4,-12.8,0.663,,1548,71,478,34341,,0.0005,0.638,8085.0,,,
,25.4,-12.8,0.662,,1552,71,480,34440,,0.0005,0.322,8109.0,,,
,24.6,-12.8,0.662,,1556,71,481,34500,,0.0005,0.409,8124.0,,,
,24.7,-12.8,0.66,,1560,71,482,34674,,0.0005,0.559,8168.0,,,
,24.6,-12.6,0.659,,1564,71,484,34754,,0.0005,0.444,8188.0,,,
,24.0,-12.4,0.659,,1568,71,485,34845,,0.0005,0.314,8211.0,,,
,24.0,-12.6,0.658,,1572,71,486,34945,,0.0005,0.294,8236.0,,,
,24.6,-12.6,0.656,,1576,71,487,35063,,0.0005,0.11,8265.0,,,
,24.5,-12.2,0.656,,1580,71,489,35139,,0.0005,0.61,8284.0,,,
,25.6,-12.2,0.654,,1584,72,490,35331,,0.0005,0.396,8332.0,,,
,25.6,-12.2,0.652,,1588,72,491,35471,,0.0005,0.141,8367.0,,,
,25.2,-12.4,0.652,,1592,72,493,35540,,0.0005,0.509,8384.0,,,
,25.3,-12.8,0.65,,1596,72,494,35682,,0.0005,0.408,8420.0,,,
,25.3,-13.0,0.649,,1600,72,495,35781,,0.0005,0.788,8445.0,,,
,23.9,-13.2,0.649,,1604,72,496,35839,,0.0005,0.406,8459.0,,,
,23.8,-13.2,0.648,,1608,72,497,35878,,0.0005,0.734,8469.0,,,
,24.7,-13.4,0.647,,1612,72,499,36021,,0.0005,0.368,8505.0,,,
,25.1,-13.4,0.646,,1616,72,500,36090,,0.0005,0.233,8522.0,,,
,25.1,-13.4,0.645,,1620,72,501,36214,,0.0005,0.369,8553.0,,,
,24.6,-13.6,0.644,,1624,72,503,36335,,0.0005,0.364,8583.0,,,
,24.8,-13.4,0.643,,1628,72,504,36466,,0.0005,0.383,8616.0,,,
,24.9,-13.4,0.642,,1632,72,505,36523,,0.0005,0.434,8630.0,,,
,25.7,-13.4,0.641,,1636,72,507,36656,,0.0005,0.415,8663.0,,,
,25.9,-13.4,0.64,,1640,72,508,36737,,0.0005,0.54,8684.0,,,
,25.3,-13.2,0.639,,1644,72,509,36822,,0.0005,0.607,8705.0,,,
,26.1,-13.0,0.638,,1648,72,510,36948,,0.0005,0.487,8736.0,,,
,26.4,-13.1,0.637,,1652,72,512,37082,,0.0005,0.0809,8770.0,,,
,26.1,-13.1,0.636,,1656,72,513,37114,,0.0005,0.743,8778.0,,,
,25.4,-12.8,0.635,,1660,72,514,37210,,0.0005,0.234,8802.0,,,
,25.6,-13.0,0.634,,1664,72,515,37311,,0.0005,0.125,8827.0,,,
,25.3,-13.2,0.634,,1668,72,517,37378,,0.0005,0.336,8844.0,,,
,25.4,-13.0,0.633,,1672,72,518,37487,,0.0005,0.372,8871.0,,,
,25.6,-13.0,0.631,,1676,72,519,37621,,0.0005,0.433,8905.0,,,
,25.7,-13.2,0.63,,1680,72,520,37712,,0.0005,0.493,8927.0,,,
,24.8,-13.2,0.629,,1684,72,522,37808,,0.0005,0.38,8951.0,,,
,23.8,-13.2,0.629,,1688,72,523,37848,,0.0005,0.553,8961.0,,,
,23.8,-13.0,0.628,,1692,72,524,37919,,0.0005,0.241,8979.0,,,
,23.1,-12.2,0.628,,1696,72,525,37992,,0.0005,0.59,8997.0,,,
,23.1,-12.2,0.627,,1700,72,526,38094,,0.0005,0.607,9023.0,,,
,23.6,-12.4,0.626,,1704,72,528,38195,,0.0005,0.354,9048.0,,,
,24.7,-12.4,0.624,,1708,72,529,38352,,0.0005,0.732,9087.0,,,
,24.6,-12.2,0.623,,1712,72,530,38480,,0.0005,0.435,9119.0,,,
,26.0,-12.2,0.621,,1716,72,532,38691,,0.0005,0.379,9172.0,,,
,25.6,-12.2,0.62,,1720,72,533,38778,,0.0005,0.381,9194.0,,,
,25.1,-12.4,0.619,,1724,72,534,38846,,0.0005,0.543,9211.0,,,
,24.6,-12.4,0.619,,1728,72,536,38927,,0.0005,0.55,9231.0,,,
,25.9,-12.2,0.617,,1732,72,537,39115,,0.0005,0.338,9278.0,,,
,25.8,-12.2,0.615,,1736,72,539,39240,,0.0005,0.451,9309.0,,,
,26.6,-12.1,0.614,,1740,72,540,39392,,0.0005,0.394,9347.0,,,
,26.4,-12.1,0.613,,1744,72,541,39461,,0.0005,0.738,9365.0,,,
,26.1,-12.2,0.612,,1748,72,542,39560,,0.0005,0.118,9389.0,,,
,25.2,-12.2,0.612,,1752,72,544,39605,,0.0005,0.176,9401.0,,,
,25.8,-12.2,0.611,,1756,72,545,39694,,0.0005,0.453,9423.0,,,
,26.2,-12.2,0.61,,1760,72,546,39830,,0.0005,0.482,9457.0,,,
,25.6,-12.2,0.609,,1764,72,547,39868,,0.0005,0.652,9466.0,,,
,25.2,-12.2,0.609,,1768,72,548,39901,,0.0005,0.347,9475.0,,,
,24.7,-12.2,0.608,,1772,72,549,39958,,0.0005,0.305,9489.0,0.0,0.0,0.0
,23.8,-12.2,0.608,,1776,72,550,40004,,0.0005,0.32,9500.0,,,
,25.0,-12.4,0.606,,1780,72,552,40214,,0.0005,0.443,9553.0,,,
,25.0,-12.4,0.605,,1784,72,553,40308,,0.0005,0.154,9576.0,,,
,25.7,-12.4,0.604,,1788,72,554,40417,,0.0005,0.704,9604.0,,,
,25.5,-12.4,0.603,,1792,72,556,40473,,0.0005,0.476,9618.0,,,
,25.7,-12.8,0.603,,1796,72,557,40561,,0.0005,0.262,9640.0,,,
,25.2,-12.6,0.602,,1800,72,558,40610,,0.0005,0.426,9652.0,,,
,26.1,-12.4,0.6,,1804,72,559,40806,,0.0005,0.37,9701.0,,,
,25.6,-12.2,0.599,,1808,72,561,40909,,0.0005,0.386,9727.0,,,
,25.6,-12.0,0.598,,1812,72,562,41041,,0.0005,0.471,9760.0,,,
,24.1,-12.2,0.597,,1816,72,563,41105,,0.0005,0.263,9776.0,,,
,23.8,-12.0,0.597,,1820,72,564,41162,,0.0005,0.619,9790.0,,,
,24.0,-12.0,0.596,,1824,72,566,41243,,0.0005,0.496,9810.0,,,
,24.4,-12.0,0.595,,1828,72,567,41367,,0.0005,0.324,9841.0,,,
,23.4,-12.2,0.594,,1832,72,568,41452,,0.0005,0.33,9862.0,,,
,22.6,-12.4,0.593,,1836,72,569,41505,,0.0005,0.358,9876.0,,,
,23.4,-12.6,0.591,,1840,73,571,41737,,0.0005,0.328,9934.0,,,
,23.4,-12.8,0.59,,1844,73,572,41803,,0.0005,0.207,9950.0,,,
,23.2,-12.8,0.59,,1848,73,573,41881,,0.0005,0.864,9970.0,,,
,24.0,-12.8,0.588,,1852,73,575,42009,,0.0005,0.172,10002.0,,,
,23.9,-12.8,0.588,,1856,73,576,42083,,0.0005,0.247,10020.0,,,
,23.0,-13.0,0.587,,1860,72,577,42129,,0.0005,0.522,10032.0,,,
,23.1,-13.0,0.587,,1864,72,578,42181,,0.0005,0.79,10045.0,,,
,23.5,-13.0,0.586,,1868,72,579,42254,,0.0005,0.72,10063.0,,,
,23.3,-13.0,0.586,,1872,72,580,42291,,0.0005,0.667,10072.0,,,
,24.0,-13.2,0.584,,1876,72,582,42408,,0.0005,0.352,10101.0,,,
,22.8,-13.0,0.584,,1880,72,583,42490,,0.0005,0.623,10122.0,,,
,22.9,-12.6,0.583,,1884,72,584,42593,,0.0005,0.584,10148.0,,,
,22.3,-12.6,0.582,,1888,72,585,42645,,0.0005,0.797,10161.0,,,
,22.6,-12.6,0.581,,1892,72,587,42738,,0.0005,0.45,10184.0,,,
,22.5,-12.6,0.58,,1896,72,588,42813,,0.0005,0.327,10203.0,,,
,22.6,-12.4,0.58,,1900,72,589,42870,,0.0005,0.208,10217.0,,,
,22.0,-12.8,0.579,,1904,72,590,43005,,0.0005,0.648,10251.0,,,
,22.1,-13.0,0.577,,1908,72,592,43117,,0.0005,0.527,10279.0,,,
,21.3,-13.2,0.577,,1912,72,593,43173,,0.0005,0.565,10293.0,,,
,22.1,-13.2,0.575,,1916,72,594,43320,,0.0005,0.492,10329.0,,,
,22.9,-13.4,0.574,,1920,72,596,43455,,0.0005,0.483,10363.0,,,
,23.2,-13.2,0.573,,1924,72,597,43562,,0.0005,0.185,10390.0,,,
,22.8,-13.4,0.572,,1928,72,598,43645,,0.0005,0.293,10411.0,,,
,23.0,-13.4,0.571,,1932,72,600,43754,,0.0005,0.213,10438.0,,,
,23.5,-13.2,0.57,,1936,72,601,43853,,0.0005,0.684,10463.0,,,
,22.1,-13.4,0.569,,1940,72,602,43942,,0.0005,0.622,10485.0,,,
,22.1,-13.0,0.569,,1944,72,603,44012,,0.0005,0.364,10502.0,,,
,22.0,-13.0,0.568,,1948,72,604,44081,,0.0005,0.398,10520.0,,,
,21.0,-13.0,0.568,,1952,72,605,44109,,0.0005,0.232,10527.0,,,
,21.9,-12.8,0.566,,1956,72,607,44269,,0.0005,0.249,10567.0,,,
,22.9,-13.2,0.565,,1960,72,608,44415,,0.0005,0.565,10603.0,,,
,22.9,-13.0,0.564,,1964,72,609,44468,,0.0005,0.199,10616.0,,,
,23.3,-13.0,0.563,,1968,72,611,44583,,0.0005,0.574,10645.0,,,
,23.7,-12.8,0.562,,1972,72,612,44663,,0.0005,0.32,10665.0,,,
,23.0,-12.6,0.562,,1976,72,613,44709,,0.0005,0.282,10677.0,,,
,23.5,-12.6,0.561,,1980,72,614,44837,,0.0005,0.598,10709.0,,,
,22.8,-13.0,0.56,,1984,72,615,44871,,0.0005,0.739,10717.0,,,
,23.4,-13.0,0.559,,1988,72,617,44987,,0.0005,0.721,10746.0,,,
,23.8,-13.0,0.558,,1992,72,618,45121,,0.0005,0.756,10780.0,,,
,24.9,-12.8,0.556,,1996,73,620,45302,,0.0005,0.386,10825.0,,,
,24.9,-13.0,0.556,,2000,72,621,45357,,0.0005,0.29,10839.0,,,
,24.7,-12.6,0.554,,2004,73,622,45471,,0.0005,0.593,10867.0,,,
,24.0,-12.6,0.554,,2008,72,623,45515,,0.0005,0.385,10878.0,,,
,24.1,-12.6,0.553,,2012,72,624,45585,,0.0005,0.566,10896.0,,,
,24.0,-12.4,0.552,,2016,73,626,45717,,0.0005,0.259,10929.0,,,
,23.9,-12.4,0.551,,2020,73,627,45847,,0.0005,0.417,10961.0,,,
,24.1,-12.4,0.549,,2024,73,628,45970,,0.0005,0.853,10992.0,,,
,24.4,-12.0,0.548,,2028,73,630,46087,,0.0005,0.25,11021.0,,,
,23.6,-12.0,0.548,,2032,73,631,46112,,0.0005,0.448,11027.0,,,
,23.0,-12.0,0.548,,2036,72,632,46157,,0.0005,0.545,11039.0,,,
,22.6,-11.8,0.547,,2040,72,633,46205,,0.0005,0.507,11051.0,,,
,22.4,-12.0,0.547,,2044,72,634,46248,,0.0005,0.694,11061.0,,,
,22.9,-12.0,0.546,,2048,72,635,46375,,0.0005,0.684,11093.0,,,
,23.6,-12.0,0.545,,2052,72,637,46464,,0.0005,0.571,11115.0,,,
,22.6,-12.4,0.544,,2056,72,638,46528,,0.0005,0.148,11131.0,,,
,22.1,-11.6,0.543,,2060,72,639,46624,,0.0005,0.482,11155.0,,,
,22.4,-11.6,0.542,,2064,72,640,46710,,0.0005,0.223,11177.0,,,
,22.3,-11.6,0.541,,2068,72,642,46813,,0.0005,0.428,11203.0,,,
,22.3,-11.8,0.54,,2072,72,643,46897,,0.0005,0.447,11224.0,,,
,22.3,-11.8,0.54,,2076,72,644,46941,,0.0005,0.26,11235.0,,,
,22.5,-11.8,0.539,,2080,72,645,47083,,0.0005,0.4,11270.0,,,
,23.2,-11.8,0.538,,2084,72,646,47192,,0.0005,0.474,11297.0,,,
,22.6,-12.0,0.537,,2088,72,648,47246,,0.0005,0.316,11311.0,,,
,22.3,-12.2,0.536,,2092,72,649,47354,,0.0005,0.579,11338.0,,,
,21.1,-12.4,0.535,,2096,72,650,47417,,0.0005,0.205,11354.0,,,
,21.7,-12.4,0.534,,2100,72,651,47529,,0.0005,0.399,11382.0,,,
,22.0,-12.4,0.533,,2104,72,653,47675,,0.0005,0.375,11418.0,,,
,22.9,-12.4,0.532,,2108,73,654,47801,,0.0005,0.62,11450.0,,,
,23.0,-12.6,0.531,,2112,73,655,47883,,0.0005,0.333,11470.0,,,
,22.5,-12.6,0.53,,2116,73,657,47964,,0.0005,0.485,11490.0,,,
,22.1,-12.2,0.529,,2120,73,658,48060,,0.0005,0.182,11514.0,,,
,22.0,-12.2,0.528,,2124,73,659,48167,,0.0005,0.336,11541.0,,,
,22.5,-12.6,0.526,,2128,73,661,48339,,0.0005,0.571,11584.0,,,
,22.6,-12.6,0.526,,2132,73,662,48368,,0.0005,0.418,11591.0,,,
,24.6,-12.4,0.524,,2136,73,663,48621,,0.0005,0.759,11655.0,,,
,25.3,-12.4,0.522,,2140,73,665,48733,,0.0005,0.954,11683.0,,,
,25.8,-12.4,0.521,,2144,73,666,48829,,0.0005,0.803,11707.0,,,
,26.0,-12.4,0.52,,2148,73,667,48977,,0.0005,0.717,11744.0,,,
,26.6,-12.3,0.519,,2152,73,669,49119,,0.0005,0.684,11779.0,,,
,27.4,-12.1,0.517,,2156,73,670,49264,,0.0005,0.65,11815.0,,,
,27.7,-12.3,0.516,,2160,73,672,49398,,0.0005,0.519,11849.0,,,
,28.4,-12.7,0.514,,2164,73,673,49555,,0.0005,0.443,11888.0,,,
,29.7,-12.9,0.512,,2168,73,675,49780,,0.0005,0.879,11944.0,,,
,29.4,-12.9,0.512,,2172,73,676,49837,,0.0005,0.466,11959.0,,,
,29.9,-12.9,0.511,,2176,73,677,49934,,0.0005,0.688,11983.0,0.0,0.0,0.0
,29.4,-12.7,0.51,,2180,73,678,50026,,0.0005,0.738,12006.0,,,
,28.8,-12.7,0.509,,2184,73,679,50076,,0.0005,0.48,12018.0,,,
,29.6,-12.5,0.508,,2188,73,681,50209,,0.0005,0.117,12052.0,,,
,29.7,-12.1,0.507,,2192,73,682,50326,,0.0005,0.924,12081.0,,,
,30.2,-12.3,0.506,,2196,73,684,50436,,0.0005,0.833,12108.0,,,
,30.1,-12.3,0.505,,2200,73,685,50544,,0.0005,0.453,12135.0,,,
,29.4,-12.5,0.504,,2204,73,686,50613,,0.0005,0.313,12153.0,,,
,29.5,-12.7,0.503,,2208,73,687,50755,,0.0005,0.437,12188.0,,,
,29.7,-12.3,0.502,,2212,73,689,50854,,0.0005,0.301,12213.0,,,
,29.4,-12.3,0.501,,2216,73,690,50900,,0.0005,0.521,12224.0,,,
,29.3,-12.5,0.5,,2220,73,691,50987,,0.0005,0.528,12246.0,,,
,29.0,-12.5,0.5,,2224,73,692,51069,,0.0005,0.273,12267.0,,,
,28.5,-12.3,0.498,,2228,73,694,51185,,0.0005,0.311,12296.0,,,
,28.8,-12.3,0.498,,2232,73,695,51247,,0.0005,0.51,12311.0,,,
,26.9,-12.5,0.497,,2236,73,696,51310,,0.0005,0.48,12327.0,,,
,26.8,-12.5,0.496,,2240,73,697,51416,,0.0005,0.46,12353.0,,,
,26.4,-12.5,0.496,,2244,73,698,51464,,0.0005,0.359,12365.0,,,
,25.3,-12.6,0.495,,2248,73,699,51511,,0.0005,0.248,12377.0,,,
,24.9,-12.8,0.494,,2252,73,701,51607,,0.0005,0.557,12401.0,,,
,24.5,-13.2,0.493,,2256,73,702,51718,,0.0005,0.264,12429.0,,,
,23.6,-13.2,0.493,,2260,73,703,51761,,0.0005,0.699,12440.0,,,
,22.7,-13.0,0.492,,2264,73,704,51825,,0.0005,0.403,12456.0,,,
,21.4,-12.8,0.491,,2268,73,705,51917,,0.0005,0.604,12479.0,,,
,21.7,-12.8,0.49,,2272,73,707,52003,,0.0005,0.498,12500.0,,,
,21.4,-12.8,0.49,,2276,73,708,52072,,0.0005,0.872,12517.0,,,
,21.6,-13.0,0.489,,2280,73,709,52186,,0.0005,0.386,12546.0,,,
,21.8,-13.0,0.488,,2284,73,710,52258,,0.0005,0.194,12564.0,,,
,21.5,-12.6,0.487,,2288,73,712,52361,,0.0005,0.828,12590.0,,,
,21.4,-12.6,0.486,,2292,73,713,52463,,0.0005,0.154,12615.0,,,
,20.6,-12.4,0.486,,2296,73,714,52497,,0.0005,0.356,12624.0,,,
,20.4,-12.4,0.485,,2300,73,715,52580,,0.0005,0.285,12644.0,,,
,21.0,-12.6,0.483,,2304,73,717,52717,,0.0005,0.567,12679.0,,,
,20.2,-12.4,0.483,,2308,73,718,52774,,0.0005,0.529,12693.0,,,
,19.7,-12.6,0.482,,2312,73,719,52823,,0.0005,0.443,12705.0,,,
,19.6,-12.6,0.482,,2316,73,720,52864,,0.0005,0.328,12715.0,,,
,20.1,-12.4,0.481,,2320,73,721,52998,,0.0005,0.582,12749.0,,,
,20.5,-12.4,0.479,,2324,73,723,53117,,0.0005,0.57,12779.0,,,
,20.9,-12.6,0.478,,2328,73,724,53278,,0.0005,0.474,12819.0,,,
,21.3,-12.6,0.477,,2332,73,725,53377,,0.0005,0.416,12844.0,,,
,21.3,-12.6,0.476,,2336,73,726,53439,,0.0005,0.442,12859.0,,,
,21.1,-12.6,0.475,,2340,73,728,53529,,0.0005,0.708,12882.0,,,
,21.2,-12.6,0.475,,2344,73,729,53586,,0.0005,1.11,12896.0,,,
,21.9,-12.4,0.474,,2348,73,730,53703,,0.0005,0.628,12925.0,,,
,21.8,-12.4,0.473,,2352,73,731,53782,,0.0005,0.166,12945.0,,,
,21.4,-12.0,0.472,,2356,73,732,53856,,0.0005,1.11,12963.0,,,
,21.8,-12.0,0.471,,2360,73,734,53938,,0.0005,0.482,12984.0,,,
,21.8,-11.8,0.471,,2364,73,735,54008,,0.0005,0.724,13001.0,,,
,21.9,-12.0,0.47,,2368,73,736,54109,,0.0005,0.51,13027.0,,,
,22.3,-12.0,0.469,,2372,73,737,54232,,0.0005,0.798,13057.0,,,
,22.0,-12.0,0.468,,2376,73,739,54268,,0.0005,0.194,13066.0,,,
,21.4,-12.0,0.468,,2380,73,740,54322,,0.0005,0.729,13080.0,,,
,21.6,-11.8,0.467,,2384,73,741,54416,,0.0005,0.18,13103.0,,,
,22.1,-12.0,0.465,,2388,73,742,54567,,0.0005,0.497,13141.0,,,
,22.7,-12.2,0.464,,2392,73,744,54737,,0.0005,0.414,13184.0,,,
,23.3,-12.2,0.463,,2396,73,745,54823,,0.0005,0.132,13205.0,,,
,23.0,-12.2,0.462,,2400,73,746,54878,,0.0005,0.556,13219.0,,,
,22.9,-11.8,0.461,,2404,73,747,55003,,0.0005,0.282,13250.0,,,
,23.3,-11.6,0.46,,2408,73,749,55102,,0.0005,0.271,13275.0,,,
,23.9,-12.0,0.459,,2412,73,750,55210,,0.0005,0.669,13302.0,,,
,24.7,-12.0,0.458,,2416,73,751,55330,,0.0005,0.256,13332.0,,,
,24.1,-12.2,0.457,,2420,73,753,55406,,0.0005,0.45,13351.0,,,
,23.5,-12.2,0.456,,2424,73,754,55466,,0.0005,0.603,13366.0,,,
,22.8,-12.0,0.456,,2428,73,755,55554,,0.0005,0.543,13388.0,,,
,23.1,-12.2,0.454,,2432,73,756,55691,,0.0005,0.381,13422.0,,,
,23.0,-12.0,0.454,,2436,73,757,55737,,0.0005,0.601,13434.0,,,
,23.1,-12.0,0.453,,2440,73,759,55841,,0.0005,0.418,13460.0,,,
,23.1,-12.0,0.452,,2444,73,760,55899,,0.0005,0.0893,13474.0,,,
,23.4,-12.0,0.451,,2448,73,761,56048,,0.0005,0.401,13511.0,,,
,23.6,-12.2,0.45,,2452,73,762,56141,,0.0005,1.01,13535.0,,,
,24.0,-12.2,0.449,,2456,73,764,56258,,0.0005,0.64,13564.0,,,
,24.2,-12.2,0.448,,2460,73,765,56363,,0.0005,0.462,13590.0,,,
,24.7,-12.4,0.447,,2464,73,766,56476,,0.0005,0.303,13618.0,,,
,25.3,-12.6,0.445,,2468,73,768,56640,,0.0005,0.783,13659.0,,,
,25.1,-12.2,0.444,,2472,73,769,56739,,0.0005,0.47,13684.0,,,
,26.6,-12.5,0.442,,2476,73,771,56925,,0.0005,0.525,13731.0,,,
,26.8,-12.5,0.441,,2480,73,772,57004,,0.0005,0.303,13750.0,,,
,27.1,-12.5,0.44,,2484,73,773,57127,,0.0005,0.595,13781.0,,,
,26.6,-12.7,0.439,,2488,73,774,57226,,0.0005,0.564,13806.0,,,
,26.0,-12.5,0.438,,2492,73,776,57334,,0.0005,0.386,13833.0,,,
,25.8,-12.5,0.437,,2496,73,777,57405,,0.0005,0.562,13851.0,,,
,26.8,-12.5,0.436,,2500,73,778,57560,,0.0005,0.418,13889.0,,,
,26.5,-12.5,0.435,,2504,73,780,57649,,0.0005,0.462,13912.0,,,
,26.5,-12.7,0.434,,2508,73,781,57751,,0.0005,0.0944,13937.0,,,
,25.8,-12.3,0.434,,2512,73,782,57791,,0.0005,0.434,13947.0,,,
,25.4,-12.1,0.433,,2516,73,783,57873,,0.0005,0.344,13968.0,,,
,25.6,-12.1,0.432,,2520,73,784,57961,,0.0005,0.51,13990.0,,,
,25.5,-12.1,0.431,,2524,73,786,58017,,0.0005,0.474,14004.0,,,
,26.0,-12.1,0.43,,2528,73,787,58155,,0.0005,0.439,14038.0,,,
,26.3,-11.9,0.428,,2532,73,788,58323,,0.0005,0.18,14080.0,,,
,27.0,-11.9,0.427,,2536,73,790,58441,,0.0005,0.243,14110.0,,,
,28.2,-11.7,0.425,,2540,74,791,58657,,0.0005,0.463,14164.0,,,
,28.3,-12.0,0.424,,2544,74,793,58733,,0.0005,0.477,14183.0,,,
,29.0,-12.0,0.422,,2548,74,794,58951,,0.0005,0.335,14237.0,,,
,30.3,-12.0,0.42,,2552,74,796,59172,,0.0005,0.423,14292.0,,,
,29.6,-12.2,0.42,,2556,74,797,59218,,0.0005,0.355,14304.0,,,
,30.9,-12.2,0.417,,2560,74,799,59452,,0.0005,0.456,14362.0,,,
,31.1,-11.8,0.416,,2564,74,800,59581,,0.0005,0.623,14395.0,,,
,30.1,-11.4,0.415,,2568,74,801,59646,,0.0005,0.123,14411.0,,,
,30.0,-12.0,0.415,,2572,74,803,59742,,0.0005,0.109,14435.0,,,
,30.3,-11.8,0.412,,2576,74,804,59958,,0.0005,0.492,14489.0,0.0,0.0,0.0
,30.6,-11.9,0.411,,2580,74,805,60067,,0.0005,0.353,14516.0,,,
,31.6,-12.3,0.409,,2584,74,807,60290,,0.0005,0.23,14572.0,,,
,31.8,-12.5,0.408,,2588,74,808,60407,,0.0005,0.321,14601.0,,,
,31.6,-12.7,0.407,,2592,74,810,60497,,0.0005,0.468,14624.0,,,
,32.2,-12.7,0.406,,2596,74,811,60629,,0.0005,0.505,14657.0,,,
,31.9,-12.7,0.405,,2600,74,812,60746,,0.0005,0.368,14686.0,,,
,31.9,-12.7,0.404,,2604,74,814,60844,,0.0005,0.403,14710.0,,,
,32.3,-12.7,0.402,,2608,74,815,60985,,0.0005,0.424,14746.0,,,
,32.8,-12.7,0.401,,2612,74,816,61072,,0.0005,0.178,14767.0,,,
,33.6,-13.1,0.4,,2616,74,818,61231,,0.0005,0.676,14807.0,,,
,34.4,-13.1,0.398,,2620,74,819,61397,,0.0005,0.271,14849.0,,,
