rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates,avg_fruit,avg_decayfruit,avg_enemyfruit
,172.0,-6.46,0.02,,6356,167,3804,636266,,0.0005,0.00113,158566.0,,,
,176.0,-6.9,0.02,,6360,167,3809,637486,,0.0005,0.00196,158871.0,,,
,174.0,-5.68,0.02,,6364,167,3812,638064,,0.0005,0.154,159015.0,,,
,176.0,-6.1,0.02,,6368,167,3815,638642,,0.0005,0.066,159160.0,,,
,177.0,-6.11,0.02,,6372,167,3818,639243,,0.0005,0.153,159310.0,0.0,0.0,0.0
,182.0,-5.96,0.02,,6376,167,3822,640126,,0.0005,0.17,159531.0,,,
,178.0,-5.32,0.02,,6380,167,3825,640582,,0.0005,0.305,159645.0,,,
,188.0,-5.41,0.02,,6384,167,3829,641620,,0.0005,0.306,159904.0,,,
,190.0,-5.63,0.02,,6388,167,3834,642566,,0.0005,0.281,160141.0,,,
,188.0,-5.21,0.02,,6392,167,3837,643305,,0.0005,0.331,160326.0,,,
,188.0,-4.41,0.02,,6396,167,3840,643931,,0.0005,0.0825,160482.0,,,
,198.0,-4.11,0.02,,6400,167,3846,645233,,0.0005,0.00218,160808.0,,,
,194.0,-3.87,0.02,,6404,167,3848,645694,,0.0005,0.171,160923.0,,,
,187.0,-3.81,0.02,,6408,167,3851,646114,,0.0005,0.143,161028.0,,,
,196.0,-3.69,0.02,,6412,167,3857,647535,,0.0005,0.193,161383.0,,,
,206.0,-4.39,0.02,,6416,167,3862,648769,,0.0005,0.207,161692.0,,,
,203.0,-5.36,0.02,,6420,167,3865,649307,,0.0005,0.0149,161826.0,0.0,1.0,0.0
,207.0,-6.0,0.02,,6424,168,3869,650358,,0.0005,0.154,162089.0,,,
,206.0,-6.39,0.02,,6428,168,3873,651148,,0.0005,0.225,162286.0,,,
,214.0,-6.08,0.02,,6432,168,3880,652992,,0.0005,0.0811,162747.0,,,
,212.0,-6.65,0.02,,6436,168,3885,653949,,0.0005,0.156,162987.0,,,
,215.0,-6.68,0.02,,6440,168,3889,654772,,0.0005,0.226,163192.0,,,
,205.0,-6.58,0.02,,6444,168,3892,655397,,0.0005,0.0634,163349.0,,,
,208.0,-6.01,0.02,,6448,168,3896,656235,,0.0005,0.25,163558.0,,,
,208.0,-5.41,0.02,,6452,168,3898,656667,,0.0005,0.313,163666.0,,,
,215.0,-5.28,0.02,,6456,168,3903,657788,,0.0005,0.46,163946.0,,,
,208.0,-4.41,0.02,,6460,168,3906,658295,,0.0005,0.181,164073.0,4.0,2.0,5.0
,233.0,-4.65,0.02,,6464,168,3918,661363,,0.0005,0.155,164840.0,,,
,235.0,-3.08,0.02,,6468,168,3922,662188,,0.0005,0.162,165046.0,,,
,235.0,-3.07,0.02,,6472,168,3925,662745,,0.0005,0.217,165186.0,,,
,236.0,-3.28,0.02,,6476,168,3930,663723,,0.0005,0.152,165430.0,,,
,234.0,-3.26,0.02,,6480,168,3932,663990,,0.0005,0.523,165497.0,,,
,242.0,-2.54,0.02,,6484,169,3939,665817,,0.0005,0.322,165954.0,,,
,243.0,-2.75,0.02,,6488,169,3944,666884,,0.0005,0.458,166220.0,,,
,243.0,-2.55,0.02,,6492,169,3947,667584,,0.0005,0.00187,166395.0,,,
,239.0,-3.11,0.02,,6496,169,3949,667844,,0.0005,0.0952,166460.0,,,
,236.0,-3.08,0.02,,6500,169,3953,668817,,0.0005,0.0774,166704.0,,,
,239.0,-2.71,0.02,,6504,169,3957,669598,,0.0005,0.00227,166899.0,1.0,0.0,1.0
,242.0,-2.74,0.02,,6508,169,3960,670337,,0.0005,0.435,167084.0,,,
,237.0,-2.49,0.02,,6512,169,3964,671197,,0.0005,0.305,167299.0,,,
,238.0,-2.5,0.02,,6516,169,3970,672563,,0.0005,0.153,167640.0,,,
,245.0,-2.16,0.02,,6520,169,3975,673759,,0.0005,0.162,167939.0,,,
,245.0,-1.97,0.02,,6524,169,3980,674899,,0.0005,0.154,168224.0,,,
,245.0,-1.57,0.02,,6528,169,3983,675661,,0.0005,0.217,168415.0,,,
,236.0,-2.69,0.02,,6532,169,3988,676607,,0.0005,0.163,168651.0,,,
,240.0,-2.72,0.02,,6536,169,3993,677946,,0.0005,0.00664,168986.0,,,
,239.0,-3.52,0.02,,6540,169,3997,678673,,0.0005,0.359,169168.0,,,
,240.0,-3.13,0.02,,6544,169,4000,679416,,0.0005,0.154,169353.0,,,
,238.0,-3.7,0.02,,6548,169,4003,679991,,0.0005,0.0593,169497.0,0.0,0.0,0.0
,240.0,-3.52,0.02,,6552,169,4006,680626,,0.0005,0.305,169656.0,,,
,240.0,-3.12,0.02,,6556,169,4011,681792,,0.0005,0.00335,169947.0,,,
,242.0,-3.74,0.02,,6560,169,4015,682499,,0.0005,0.329,170124.0,,,
,214.0,-4.27,0.02,,6564,169,4017,682775,,0.0005,0.00172,170193.0,,,
,212.0,-5.25,0.02,,6568,169,4020,683345,,0.0005,0.153,170336.0,,,
,216.0,-5.09,0.02,,6572,170,4024,684347,,0.0005,0.235,170586.0,,,
,212.0,-4.65,0.02,,6576,170,4027,684972,,0.0005,0.0858,170742.0,,,
,212.0,-4.85,0.02,,6580,170,4029,685182,,0.0005,0.209,170795.0,,,
,207.0,-5.0,0.02,,6584,170,4035,686532,,0.0005,0.403,171132.0,,,
,201.0,-4.75,0.02,,6588,170,4037,687026,,0.0005,0.328,171256.0,,,
,203.0,-4.77,0.02,,6592,170,4041,687906,,0.0005,0.00216,171476.0,,,
,207.0,-5.0,0.02,,6596,170,4044,688530,,0.0005,0.276,171632.0,,,
,203.0,-4.97,0.02,,6600,170,4047,689148,,0.0005,0.0908,171786.0,,,
,201.0,-5.54,0.02,,6604,170,4050,689659,,0.0005,0.149,171914.0,0.0,0.0,0.0
,205.0,-5.79,0.02,,6608,170,4055,690824,,0.0005,0.00283,172205.0,,,
,202.0,-6.95,0.02,,6612,170,4058,691357,,0.0005,0.00267,172339.0,,,
,198.0,-6.72,0.02,,6616,170,4062,692351,,0.0005,0.107,172587.0,,,
,193.0,-7.07,0.02,,6620,170,4066,693101,,0.0005,0.257,172775.0,,,
,189.0,-7.63,0.02,,6624,170,4069,693791,,0.0005,0.159,172947.0,,,
,185.0,-7.79,0.02,,6628,170,4071,694175,,0.0005,0.0089,173043.0,,,
,181.0,-7.75,0.02,,6632,170,4074,694704,,0.0005,0.0117,173175.0,,,
,175.0,-7.69,0.02,,6636,170,4078,695462,,0.0005,0.382,173365.0,,,
,172.0,-6.86,0.02,,6640,170,4080,695890,,0.0005,0.00117,173472.0,,,
,169.0,-7.43,0.02,,6644,170,4083,696281,,0.0005,0.163,173570.0,,,
,172.0,-7.26,0.02,,6648,170,4087,697188,,0.0005,0.00664,173796.0,,,
,168.0,-7.43,0.02,,6652,170,4089,697464,,0.0005,0.0639,173865.0,,,
,166.0,-6.8,0.02,,6656,170,4093,698345,,0.0005,0.202,174086.0,,,
,165.0,-6.39,0.02,,6660,170,4096,698957,,0.0005,0.00237,174239.0,,,
,166.0,-6.41,0.02,,6664,170,4098,699409,,0.0005,0.138,174352.0,0.0,1.0,0.0
,170.0,-6.05,0.02,,6668,170,4103,700385,,0.0005,0.252,174596.0,,,
,177.0,-7.51,0.02,,6672,170,4110,702033,,0.0005,0.00121,175008.0,,,
,179.0,-8.54,0.02,,6676,170,4113,702870,,0.0005,0.304,175217.0,,,
,186.0,-7.4,0.02,,6680,170,4117,703790,,0.0005,0.0254,175447.0,,,
,185.0,-8.0,0.02,,6684,170,4123,705051,,0.0005,0.0393,175762.0,,,
,188.0,-7.62,0.02,,6688,171,4126,705794,,0.0005,0.229,175948.0,,,
,196.0,-6.5,0.02,,6692,171,4133,707549,,0.0005,0.0115,176387.0,,,
,197.0,-6.71,0.02,,6696,171,4137,708203,,0.0005,0.303,176550.0,,,
,200.0,-6.94,0.02,,6700,171,4141,709136,,0.0005,0.164,176783.0,,,
,197.0,-6.91,0.02,,6704,171,4142,709382,,0.0005,0.154,176845.0,3.0,1.0,1.0
,193.0,-6.06,0.02,,6708,171,4146,710083,,0.0005,0.231,177020.0,,,
,196.0,-5.29,0.02,,6712,171,4150,710942,,0.0005,0.145,177235.0,,,
,191.0,-5.25,0.02,,6716,171,4153,711483,,0.0005,0.153,177370.0,,,
,190.0,-5.03,0.02,,6720,171,4156,712064,,0.0005,0.0917,177515.0,,,
,185.0,-4.98,0.02,,6724,171,4157,712247,,0.0005,0.0119,177561.0,,,
,191.0,-5.05,0.02,,6728,171,4162,713280,,0.0005,0.312,177819.0,,,
,192.0,-4.26,0.02,,6732,171,4165,713914,,0.0005,0.0262,177978.0,,,
,186.0,-4.4,0.02,,6736,171,4167,714112,,0.0005,0.326,178027.0,,,
,187.0,-4.81,0.02,,6740,171,4170,714612,,0.0005,0.00186,178152.0,,,
,197.0,-4.3,0.02,,6744,171,4175,715943,,0.0005,0.24,178485.0,,,
,200.0,-5.33,0.02,,6748,171,4180,717168,,0.0005,0.243,178791.0,,,
,205.0,-5.58,0.02,,6752,171,4184,717946,,0.0005,0.196,178986.0,,,
,203.0,-5.97,0.02,,6756,171,4187,718667,,0.0005,0.305,179166.0,,,
,201.0,-6.15,0.02,,6760,171,4190,719084,,0.0005,0.202,179270.0,,,
,202.0,-6.15,0.02,,6764,171,4193,719585,,0.0005,0.37,179396.0,1.0,0.0,0.0
,198.0,-6.92,0.02,,6768,171,4196,720223,,0.0005,0.241,179555.0,,,
,190.0,-5.84,0.02,,6772,171,4199,721012,,0.0005,0.336,179752.0,,,
,190.0,-5.03,0.02,,6776,171,4203,721857,,0.0005,0.391,179964.0,,,
,187.0,-6.41,0.02,,6780,171,4206,722473,,0.0005,0.302,180118.0,,,
,186.0,-6.6,0.02,,6784,171,4212,723677,,0.0005,0.00134,180419.0,,,
,187.0,-7.21,0.02,,6788,171,4215,724476,,0.0005,0.241,180618.0,,,
,173.0,-8.27,0.02,,6792,171,4217,724806,,0.0005,0.152,180701.0,,,
,173.0,-7.47,0.02,,6796,171,4221,725458,,0.0005,0.0927,180864.0,,,
,171.0,-6.85,0.02,,6800,171,4224,726239,,0.0005,0.00186,181059.0,,,
,178.0,-6.92,0.02,,6804,171,4229,727182,,0.0005,0.229,181295.0,,,
,178.0,-7.72,0.02,,6808,171,4232,727906,,0.0005,0.0954,181476.0,,,
,177.0,-8.32,0.02,,6812,172,4236,728674,,0.0005,0.0891,181668.0,,,
,175.0,-8.09,0.02,,6816,171,4238,728959,,0.0005,0.109,181739.0,0.0,0.0,0.0
,181.0,-6.95,0.02,,6820,172,4243,730148,,0.0005,0.151,182036.0,,,
,187.0,-6.61,0.02,,6824,172,4246,730921,,0.0005,0.165,182230.0,,,
,185.0,-6.99,0.02,,6828,172,4250,731748,,0.0005,0.161,182436.0,,,
,187.0,-7.81,0.02,,6832,172,4254,732611,,0.0005,0.211,182652.0,,,
,193.0,-7.47,0.02,,6836,172,4258,733413,,0.0005,0.232,182853.0,,,
,193.0,-7.67,0.02,,6840,172,4261,733909,,0.0005,0.155,182977.0,,,
,184.0,-7.58,0.02,,6844,172,4263,734309,,0.0005,0.222,183077.0,,,
,176.0,-6.9,0.02,,6848,172,4266,734760,,0.0005,0.0646,183189.0,,,
,175.0,-7.3,0.02,,6852,172,4269,735480,,0.0005,0.332,183369.0,,,
,174.0,-7.68,0.02,,6856,172,4272,736041,,0.0005,0.0765,183510.0,,,
,183.0,-7.17,0.02,,6860,172,4278,737373,,0.0005,0.326,183843.0,,,
,186.0,-6.8,0.02,,6864,172,4281,738138,,0.0005,0.154,184034.0,,,
,195.0,-6.5,0.02,,6868,172,4288,739765,,0.0005,0.466,184441.0,0.0,0.0,0.0
,196.0,-6.5,0.02,,6872,172,4292,740611,,0.0005,0.363,184652.0,,,
,201.0,-6.55,0.02,,6876,172,4297,741969,,0.0005,0.62,184992.0,,,
,206.0,-6.0,0.02,,6880,172,4302,743058,,0.0005,0.153,185264.0,,,
,207.0,-5.01,0.02,,6884,172,4308,744342,,0.0005,0.459,185585.0,,,
,208.0,-4.02,0.02,,6888,172,4312,745254,,0.0005,0.00124,185813.0,,,
,221.0,-4.15,0.02,,6892,172,4319,746949,,0.0005,0.0827,186237.0,,,
,223.0,-4.17,0.02,,6896,172,4322,747745,,0.0005,0.169,186436.0,,,
,226.0,-4.6,0.02,,6900,173,4327,748871,,0.0005,0.156,186717.0,,,
,225.0,-4.79,0.02,,6904,173,4331,749662,,0.0005,0.0389,186915.0,2.0,0.0,0.0
,226.0,-4.2,0.02,,6908,173,4335,750515,,0.0005,0.367,187128.0,,,
,226.0,-3.6,0.02,,6912,173,4339,751271,,0.0005,0.00418,187317.0,,,
,229.0,-4.02,0.02,,6916,173,4342,751859,,0.0005,0.153,187464.0,,,
,220.0,-4.94,0.02,,6920,173,4344,752144,,0.0005,0.273,187535.0,,,
,221.0,-5.34,0.02,,6924,173,4348,753006,,0.0005,0.0377,187751.0,,,
,223.0,-4.17,0.02,,6928,173,4353,754089,,0.0005,0.0622,188022.0,,,
,221.0,-4.54,0.02,,6932,173,4356,754684,,0.0005,0.151,188170.0,,,
,219.0,-4.32,0.02,,6936,173,4359,755279,,0.0005,0.00204,188319.0,,,
,222.0,-4.35,0.02,,6940,173,4362,756067,,0.0005,0.00118,188516.0,,,
,223.0,-4.97,0.02,,6944,173,4365,756610,,0.0005,0.00139,188652.0,,,
,226.0,-4.8,0.02,,6948,173,4369,757398,,0.0005,0.153,188849.0,,,
,230.0,-4.63,0.02,,6952,173,4374,758459,,0.0005,0.00556,189114.0,,,
,231.0,-5.04,0.02,,6956,173,4377,759115,,0.0005,0.244,189278.0,1.0,0.0,0.0
,228.0,-5.02,0.02,,6960,173,4382,760179,,0.0005,0.296,189544.0,,,
,230.0,-4.83,0.02,,6964,173,4386,761123,,0.0005,0.105,189780.0,,,
,224.0,-4.98,0.02,,6968,173,4391,762211,,0.0005,0.151,190052.0,,,
,226.0,-4.39,0.02,,6972,173,4395,763163,,0.0005,0.65,190290.0,,,
,215.0,-4.69,0.02,,6976,173,4397,763454,,0.0005,0.00316,190363.0,,,
,213.0,-4.67,0.02,,6980,173,4401,764332,,0.0005,0.173,190582.0,,,
,203.0,-5.37,0.02,,6984,173,4403,764635,,0.0005,0.157,190658.0,,,
,199.0,-5.53,0.02,,6988,173,4406,765177,,0.0005,0.458,190794.0,,,
,185.0,-5.19,0.02,,6992,173,4408,765451,,0.0005,0.00141,190862.0,,,
,190.0,-5.24,0.02,,6996,173,4413,766695,,0.0005,0.149,191173.0,,,
,185.0,-4.79,0.02,,7000,173,4416,767373,,0.0005,0.0867,191343.0,,,
,181.0,-4.95,0.02,,7004,173,4419,767794,,0.0005,0.307,191448.0,,,
,183.0,-5.17,0.02,,7008,173,4423,768791,,0.0005,0.197,191697.0,,,
,179.0,-5.13,0.02,,7012,173,4426,769157,,0.0005,0.336,191789.0,1.0,0.0,0.0
,184.0,-4.98,0.02,,7016,173,4431,770269,,0.0005,0.024,192067.0,,,
,187.0,-4.81,0.02,,7020,173,4433,770828,,0.0005,0.00122,192206.0,,,
,188.0,-3.82,0.02,,7024,173,4438,771791,,0.0005,0.158,192447.0,,,
,190.0,-3.44,0.02,,7028,173,4443,773066,,0.0005,0.609,192766.0,,,
,188.0,-3.02,0.02,,7032,173,4446,773506,,0.0005,0.0211,192876.0,,,
,191.0,-2.64,0.02,,7036,173,4450,774372,,0.0005,0.174,193092.0,,,
,197.0,-3.79,0.02,,7040,174,4456,775785,,0.0005,0.00212,193446.0,,,
,203.0,-3.64,0.02,,7044,174,4461,776905,,0.0005,0.0795,193726.0,,,
,219.0,-4.2,0.02,,7048,174,4470,779318,,0.0005,0.127,194329.0,,,
,215.0,-3.56,0.02,,7052,174,4474,779932,,0.0005,0.0798,194482.0,0.0,1.0,0.0
,218.0,-2.39,0.02,,7056,174,4478,780937,,0.0005,0.186,194734.0,,,
,211.0,-3.52,0.02,,7060,174,4480,781302,,0.0005,0.0016,194825.0,,,
,206.0,-4.08,0.02,,7064,174,4483,781762,,0.0005,0.166,194940.0,,,
,205.0,-3.26,0.02,,7068,174,4487,782712,,0.0005,0.00249,195177.0,,,
,198.0,-4.0,0.02,,7072,174,4489,783005,,0.0005,0.157,195251.0,,,
,199.0,-4.6,0.02,,7076,174,4491,783343,,0.0005,0.267,195335.0,,,
,198.0,-4.4,0.02,,7080,174,4495,784138,,0.0005,0.157,195534.0,,,
,208.0,-4.29,0.02,,7084,174,4500,785385,,0.0005,0.0122,195846.0,,,
,219.0,-4.6,0.02,,7088,174,4507,787094,,0.0005,0.0624,196273.0,,,
,223.0,-5.24,0.02,,7092,174,4510,787722,,0.0005,0.243,196430.0,,,
,230.0,-6.11,0.02,,7096,174,4519,789712,,0.0005,0.153,196927.0,0.0,0.0,0.0
,226.0,-6.68,0.02,,7100,174,4521,790007,,0.0005,0.0368,197001.0,,,
,228.0,-6.29,0.02,,7104,174,4524,790576,,0.0005,0.106,197143.0,,,
,228.0,-5.29,0.02,,7108,174,4528,791581,,0.0005,0.0592,197395.0,,,
,232.0,-4.53,0.02,,7112,174,4532,792325,,0.0005,0.2,197581.0,,,
,227.0,-4.48,0.02,,7116,174,4535,792982,,0.0005,0.00165,197745.0,,,
,233.0,-4.73,0.02,,7120,174,4540,794098,,0.0005,0.0668,198024.0,,,
,235.0,-5.35,0.02,,7124,174,4545,795262,,0.0005,0.308,198315.0,,,
,226.0,-6.68,0.02,,7128,174,4547,795692,,0.0005,0.029,198422.0,,,
,229.0,-7.1,0.02,,7132,174,4550,796358,,0.0005,0.00166,198589.0,,,
,227.0,-8.08,0.02,,7136,175,4554,797025,,0.0005,0.00141,198756.0,,,
,220.0,-6.53,0.02,,7140,175,4557,797737,,0.0005,0.297,198934.0,,,
,225.0,-5.98,0.02,,7144,175,4564,799396,,0.0005,0.336,199348.0,0.0,0.0,2.0
,218.0,-5.71,0.02,,7148,175,4571,801137,,0.0005,0.236,199784.0,,,
,225.0,-4.98,0.02,,7152,175,4576,802448,,0.0005,0.00124,200111.0,,,
,228.0,-4.8,0.02,,7156,175,4582,803695,,0.0005,0.0821,200423.0,,,
,232.0,-4.24,0.02,,7160,175,4585,804479,,0.0005,0.15,200619.0,,,
,238.0,-3.3,0.02,,7164,175,4590,805579,,0.0005,0.107,200894.0,,,
,239.0,-3.71,0.02,,7168,175,4595,806617,,0.0005,0.097,201154.0,,,
,250.0,-3.61,0.02,,7172,175,4601,807964,,0.0005,0.219,201490.0,,,
,257.0,-2.68,0.02,,7176,175,4605,809048,,0.0005,0.0408,201761.0,,,
,252.0,-3.23,0.02,,7180,175,4607,809335,,0.0005,0.00156,201833.0,1.0,0.0,0.0
,253.0,-2.84,0.02,,7184,175,4613,810639,,0.0005,0.204,202159.0,,,
,247.0,-2.58,0.02,,7188,175,4618,811785,,0.0005,0.173,202446.0,,,
,247.0,-1.58,0.02,,7192,175,4621,812373,,0.0005,0.304,202593.0,,,
,234.0,-1.45,0.02,,7196,175,4624,813092,,0.0005,0.299,202772.0,,,
,237.0,-1.48,0.02,,7200,175,4627,813705,,0.0005,0.449,202926.0,,,
,236.0,-1.47,0.02,,7204,175,4630,814156,,0.0005,0.231,203038.0,,,
,241.0,-1.92,0.02,,7208,175,4636,815637,,0.0005,0.203,203409.0,,,
,243.0,-2.74,0.02,,7212,175,4641,816614,,0.0005,0.25,203653.0,,,
,239.0,-2.71,0.02,,7216,175,4643,816880,,0.0005,0.0682,203719.0,,,
,237.0,-1.69,0.02,,7220,175,4647,817825,,0.0005,0.0693,203956.0,,,
,228.0,-1.2,0.02,,7224,175,4649,818086,,0.0005,0.154,204021.0,,,
,235.0,-0.464,0.02,,7228,176,4653,819174,,0.0005,0.0975,204293.0,,,
,234.0,0.543,0.02,,7232,176,4657,819780,,0.0005,0.233,204444.0,0.0,0.0,0.0
,234.0,0.542,0.02,,7236,176,4660,820459,,0.0005,0.154,204614.0,,,
,234.0,0.344,0.02,,7240,176,4663,821124,,0.0005,0.0112,204780.0,,,
,222.0,0.463,0.02,,7244,176,4666,821563,,0.0005,0.308,204890.0,,,
,214.0,0.939,0.02,,7248,176,4670,822524,,0.0005,0.628,205130.0,,,
,204.0,-0.172,0.02,,7252,176,4672,822889,,0.0005,0.0858,205222.0,,,
,198.0,-1.11,0.02,,7256,176,4676,823483,,0.0005,0.459,205370.0,,,
,197.0,-0.7,0.02,,7260,176,4679,824170,,0.0005,0.304,205542.0,,,
,193.0,-0.867,0.02,,7264,176,4682,824918,,0.0005,0.183,205729.0,,,
,198.0,-0.513,0.02,,7268,176,4689,826429,,0.0005,0.153,206107.0,,,
,191.0,-0.851,0.02,,7272,176,4692,827110,,0.0005,0.302,206277.0,,,
,201.0,-0.343,0.02,,7276,176,4700,829138,,0.0005,0.0171,206784.0,,,
,205.0,-0.46,0.02,,7280,176,4703,829791,,0.0005,0.231,206947.0,0.0,1.0,0.0
,200.0,-0.0172,0.02,,7284,176,4707,830665,,0.0005,0.296,207166.0,,,
,204.0,-0.457,0.02,,7288,176,4714,832214,,0.0005,0.302,207553.0,,,
,207.0,-0.281,0.02,,7292,176,4717,833066,,0.0005,0.00315,207766.0,,,
,209.0,-0.899,0.02,,7296,176,4721,833990,,0.0005,0.176,207997.0,,,
,210.0,-0.304,0.02,,7300,176,4725,834671,,0.0005,0.166,208167.0,,,
,215.0,0.0466,0.02,,7304,176,4729,835624,,0.0005,0.0913,208405.0,,,
,208.0,-0.286,0.02,,7308,176,4733,836410,,0.0005,0.57,208602.0,,,
,207.0,0.117,0.02,,7312,176,4737,837354,,0.0005,0.284,208838.0,,,
,213.0,1.06,0.02,,7316,176,4741,838172,,0.0005,0.387,209042.0,,,
,209.0,0.502,0.02,,7320,176,4743,838713,,0.0005,0.00169,209178.0,,,
,218.0,-0.187,0.02,,7324,176,4748,839866,,0.0005,0.00163,209466.0,0.0,0.0,1.0
,212.0,-1.13,0.02,,7328,176,4751,840420,,0.0005,0.308,209604.0,,,
,211.0,-1.12,0.02,,7332,176,4754,840905,,0.0005,0.315,209726.0,,,
,207.0,-0.683,0.02,,7336,176,4756,841187,,0.0005,0.331,209796.0,,,
,204.0,-0.65,0.02,,7340,176,4758,841517,,0.0005,0.00216,209879.0,,,
,211.0,-0.317,0.02,,7344,176,4763,842644,,0.0005,0.147,210160.0,,,
,205.0,0.14,0.02,,7348,176,4765,843016,,0.0005,0.00193,210253.0,,,
,210.0,0.884,0.02,,7352,176,4769,843935,,0.0005,0.154,210483.0,,,
,210.0,1.49,0.02,,7356,176,4772,844510,,0.0005,0.0027,210627.0,,,
,213.0,1.98,0.02,,7360,176,4777,845499,,0.0005,0.18,210874.0,,,
,219.0,1.32,0.02,,7364,177,4782,846867,,0.0005,0.14,211216.0,,,
,215.0,-0.046,0.02,,7368,177,4787,847960,,0.0005,0.151,211489.0,,,
,217.0,1.14,0.02,,7372,177,4791,848796,,0.0005,0.0679,211698.0,,,
,207.0,0.642,0.02,,7376,177,4795,849803,,0.0005,0.177,211950.0,0.0,0.0,0.0
,203.0,0.558,0.02,,7380,177,4798,850095,,0.0005,0.157,212023.0,,,
,203.0,-0.647,0.02,,7384,177,4802,851013,,0.0005,0.521,212253.0,,,
,199.0,-0.597,0.02,,7388,177,4807,852067,,0.0005,0.00373,212516.0,,,
,199.0,-1.0,0.02,,7392,177,4811,852954,,0.0005,0.155,212738.0,,,
,199.0,0.594,0.02,,7396,177,4815,853917,,0.0005,0.0763,212979.0,,,
,203.0,1.16,0.02,,7400,177,4820,854957,,0.0005,0.195,213239.0,,,
,204.0,0.549,0.02,,7404,177,4825,856018,,0.0005,0.381,213504.0,,,
,206.0,0.729,0.02,,7408,177,4829,857035,,0.0005,0.304,213758.0,,,
,202.0,0.367,0.02,,7412,177,4832,857586,,0.0005,0.444,213896.0,,,
,200.0,-0.0129,0.02,,7416,177,4835,858205,,0.0005,0.0017,214051.0,,,
,202.0,-0.224,0.02,,7420,177,4839,858865,,0.0005,0.231,214216.0,,,
,200.0,0.798,0.02,,7424,177,4843,859818,,0.0005,0.0308,214454.0,0.0,0.0,0.0
,206.0,0.936,0.02,,7428,177,4848,861014,,0.0005,0.114,214753.0,,,
,210.0,0.496,0.02,,7432,177,4852,861897,,0.0005,0.149,214974.0,,,
,216.0,0.632,0.02,,7436,177,4856,862827,,0.0005,0.222,215206.0,,,
,230.0,-0.305,0.02,,7440,177,4863,864561,,0.0005,0.0905,215640.0,,,
,232.0,-1.72,0.02,,7444,177,4869,865881,,0.0005,0.459,215970.0,,,
,236.0,-1.56,0.02,,7448,177,4872,866635,,0.0005,0.482,216158.0,,,
,248.0,-1.67,0.02,,7452,177,4881,868756,,0.0005,0.153,216688.0,,,
,249.0,-0.876,0.02,,7456,177,4884,869374,,0.0005,0.00264,216843.0,0.0,0.0,0.0
,250.0,-1.21,0.02,,7460,178,4889,870537,,0.0005,0.144,217134.0,,,
,245.0,-0.559,0.02,,7464,178,4893,871365,,0.0005,0.00281,217341.0,,,
,239.0,0.3,0.02,,7468,178,4896,871876,,0.0005,0.0959,217468.0,,,
,237.0,-0.075,0.02,,7472,178,4898,872449,,0.0005,0.155,217612.0,,,
,238.0,0.112,0.02,,7476,178,4903,873569,,0.0005,0.246,217892.0,,,
,246.0,0.632,0.02,,7480,178,4908,874679,,0.0005,0.157,218169.0,,,
,243.0,1.26,0.02,,7484,178,4911,875296,,0.0005,0.302,218323.0,,,
,243.0,2.46,0.02,,7488,178,4916,876346,,0.0005,0.452,218586.0,,,
,240.0,1.69,0.02,,7492,178,4919,876909,,0.0005,0.172,218727.0,,,
,243.0,2.46,0.02,,7496,178,4924,878200,,0.0005,0.156,219049.0,,,
,246.0,1.63,0.02,,7500,178,4930,879583,,0.0005,0.163,219395.0,0.0,0.0,0.0
,240.0,2.69,0.02,,7504,178,4932,880005,,0.0005,0.0527,219501.0,,,
,237.0,2.52,0.02,,7508,178,4936,880745,,0.0005,0.537,219686.0,,,
,234.0,2.75,0.02,,7512,178,4938,880971,,0.0005,0.336,219742.0,,,
,230.0,1.99,0.02,,7516,178,4939,881164,,0.0005,0.0849,219790.0,,,
,233.0,2.76,0.02,,7520,178,4944,882137,,0.0005,0.151,220034.0,,,
,233.0,2.56,0.02,,7524,178,4948,883110,,0.0005,0.171,220277.0,,,
,231.0,2.57,0.02,,7528,178,4953,884128,,0.0005,0.018,220531.0,,,
,235.0,4.94,0.02,,7532,178,4959,885442,,0.0005,0.151,220860.0,,,
,235.0,5.95,0.02,,7536,178,4962,886284,,0.0005,0.301,221070.0,,,
,230.0,7.19,0.02,,7540,178,4968,887555,,0.0005,0.173,221388.0,,,
,226.0,8.03,0.02,,7544,178,4972,888452,,0.0005,0.0906,221612.0,,,
,225.0,8.04,0.02,,7548,178,4975,889094,,0.0005,0.366,221773.0,,,
,209.0,7.79,0.02,,7552,178,4978,889664,,0.0005,0.325,221915.0,2.0,2.0,2.0
,212.0,7.76,0.02,,7556,178,4982,890620,,0.0005,0.323,222154.0,,,
,216.0,8.53,0.02,,7560,178,4988,892103,,0.0005,0.00185,222525.0,,,
,217.0,7.91,0.02,,7564,178,4993,893110,,0.0005,0.317,222777.0,,,
,224.0,8.45,0.02,,7568,178,4998,894247,,0.0005,0.00382,223061.0,,,
,228.0,8.41,0.02,,7572,178,5002,895231,,0.0005,0.302,223307.0,,,
,229.0,10.8,0.02,,7576,179,5008,896514,,0.0005,0.308,223628.0,,,
,224.0,11.3,0.02,,7580,179,5010,897081,,0.0005,0.25,223770.0,,,
,230.0,12.0,0.02,,7584,179,5016,898255,,0.0005,0.368,224063.0,,,
,226.0,11.0,0.02,,7588,179,5019,898905,,0.0005,0.00444,224226.0,0.0,0.0,0.0
